node_id,node_coordinate_x,node_coordinate_y,boundary_flag
127,0.075,0.075,0
128,0.075,0.1,0
129,0.075,0.125,0
130,0.075,0.15,0
131,0.075,0.175,0
132,0.075,0.2,0
133,0.075,0.225,0
134,0.075,0.25,0
135,0.075,0.275,0
136,0.075,0.3,0
137,0.075,0.325,0
138,0.075,0.35,0
139,0.075,0.375,0
140,0.075,0.4,0
141,0.075,0.425,0
142,0.075,0.45,0
143,0.075,0.475,0
144,0.075,0.5,0
145,0.075,0.525,0
146,0.075,0.55,0
147,0.075,0.575,0
148,0.075,0.6,0
149,0.075,0.625,0
150,0.075,0.65,0
151,0.075,0.675,0
152,0.075,0.7,0
153,0.075,0.725,0
154,0.075,0.75,0
155,0.075,0.775,0
156,0.075,0.8,0
157,0.075,0.825,0
158,0.075,0.850000000000001,0
159,0.075,0.875,0
160,0.075,0.900000000000001,0
161,0.075,0.925,0
162,0.075,0.950000000000001,0
163,0.075,0.975000000000001,0
164,0.075,1,3
165,0.1,0,1
166,0.1,0.025,0
167,0.1,0.05,0
168,0.1,0.075,0
169,0.1,0.1,0
170,0.1,0.125,0
171,0.1,0.15,0
172,0.1,0.175,0
173,0.1,0.2,0
174,0.1,0.225,0
175,0.1,0.25,0
176,0.1,0.275,0
177,0.1,0.3,0
178,0.1,0.325,0
179,0.1,0.35,0
180,0.1,0.375,0
181,0.1,0.4,0
182,0.1,0.425,0
183,0.1,0.45,0
184,0.1,0.475,0
185,0.1,0.5,0
186,0.1,0.525,0
187,0.1,0.55,0
188,0.1,0.575,0
189,0.1,0.6,0
190,0.1,0.625,0
191,0.1,0.65,0
192,0.1,0.675,0
193,0.1,0.7,0
194,0.1,0.725,0
195,0.1,0.75,0
196,0.1,0.775,0
197,0.1,0.8,0
198,0.1,0.825,0
199,0.1,0.850000000000001,0
200,0.1,0.875,0
201,0.1,0.900000000000001,0
202,0.1,0.925,0
203,0.1,0.950000000000001,0
204,0.1,0.975000000000001,0
205,0.1,1,3
206,0.125,0,1
207,0.125,0.025,0
208,0.125,0.05,0
209,0.125,0.075,0
210,0.125,0.1,0
211,0.125,0.125,0
212,0.125,0.15,0
213,0.125,0.175,0
214,0.125,0.2,0
215,0.125,0.225,0
216,0.125,0.25,0
217,0.125,0.275,0
218,0.125,0.3,0
219,0.125,0.325,0
220,0.125,0.35,0
221,0.125,0.375,0
222,0.125,0.4,0
223,0.125,0.425,0
224,0.125,0.45,0
225,0.125,0.475,0
226,0.125,0.5,0
227,0.125,0.525,0
228,0.125,0.55,0
229,0.125,0.575,0
230,0.125,0.6,0
231,0.125,0.625,0
232,0.125,0.65,0
233,0.125,0.675,0
234,0.125,0.7,0
235,0.125,0.725,0
236,0.125,0.75,0
237,0.125,0.775,0
238,0.125,0.8,0
239,0.125,0.825,0
240,0.125,0.850000000000001,0
241,0.125,0.875,0
242,0.125,0.900000000000001,0
243,0.125,0.925,0
244,0.125,0.950000000000001,0
245,0.125,0.975000000000001,0
246,0.125,1,3
247,0.15,0,1
248,0.15,0.025,0
249,0.15,0.05,0
250,0.15,0.075,0
251,0.15,0.1,0
252,0.15,0.125,0
253,0.15,0.15,0
254,0.15,0.175,0
255,0.15,0.2,0
256,0.15,0.225,0
257,0.15,0.25,0
258,0.15,0.275,0
259,0.15,0.3,0
260,0.15,0.325,0
261,0.15,0.35,0
262,0.15,0.375,0
263,0.15,0.4,0
264,0.15,0.425,0
265,0.15,0.45,0
266,0.15,0.475,0
267,0.15,0.5,0
268,0.15,0.525,0
269,0.15,0.55,0
270,0.15,0.575,0
271,0.15,0.6,0
272,0.15,0.625,0
273,0.15,0.65,0
274,0.15,0.675,0
275,0.15,0.7,0
276,0.15,0.725,0
277,0.15,0.75,0
278,0.15,0.775,0
279,0.15,0.8,0
280,0.15,0.825,0
281,0.15,0.850000000000001,0
282,0.15,0.875,0
283,0.15,0.900000000000001,0
284,0.15,0.925,0
285,0.15,0.950000000000001,0
286,0.15,0.975000000000001,0
287,0.15,1,3
288,0.175,0,1
289,0.175,0.025,0
290,0.175,0.05,0
291,0.175,0.075,0
292,0.175,0.1,0
293,0.175,0.125,0
294,0.175,0.15,0
295,0.175,0.175,0
296,0.175,0.2,0
297,0.175,0.225,0
298,0.175,0.25,0
299,0.175,0.275,0
300,0.175,0.3,0
301,0.175,0.325,0
302,0.175,0.35,0
303,0.175,0.375,0
304,0.175,0.4,0
305,0.175,0.425,0
306,0.175,0.45,0
307,0.175,0.475,0
308,0.175,0.5,0
309,0.175,0.525,0
310,0.175,0.55,0
311,0.175,0.575,0
312,0.175,0.6,0
313,0.175,0.625,0
314,0.175,0.65,0
315,0.175,0.675,0
316,0.175,0.7,0
317,0.175,0.725,0
318,0.175,0.75,0
319,0.175,0.775,0
320,0.175,0.8,0
321,0.175,0.825,0
322,0.175,0.850000000000001,0
323,0.175,0.875,0
324,0.175,0.900000000000001,0
325,0.175,0.925,0
326,0.175,0.950000000000001,0
327,0.175,0.975000000000001,0
328,0.175,1,3
329,0.2,0,1
330,0.2,0.025,0
331,0.2,0.05,0
332,0.2,0.075,0
333,0.2,0.1,0
334,0.2,0.125,0
335,0.2,0.15,0
336,0.2,0.175,0
337,0.2,0.2,0
338,0.2,0.225,0
339,0.2,0.25,0
340,0.2,0.275,0
341,0.2,0.3,0
342,0.2,0.325,0
343,0.2,0.35,0
344,0.2,0.375,0
345,0.2,0.4,0
346,0.2,0.425,0
347,0.2,0.45,0
348,0.2,0.475,0
349,0.2,0.5,0
350,0.2,0.525,0
351,0.2,0.55,0
352,0.2,0.575,0
353,0.2,0.6,0
354,0.2,0.625,0
355,0.2,0.65,0
356,0.2,0.675,0
357,0.2,0.7,0
358,0.2,0.725,0
359,0.2,0.75,0
360,0.2,0.775,0
361,0.2,0.8,0
362,0.2,0.825,0
363,0.2,0.850000000000001,0
364,0.2,0.875,0
365,0.2,0.900000000000001,0
366,0.2,0.925,0
367,0.2,0.950000000000001,0
368,0.2,0.975000000000001,0
369,0.2,1,3
370,0.225,0,1
371,0.225,0.025,0
372,0.225,0.05,0
373,0.225,0.075,0
374,0.225,0.1,0
375,0.225,0.125,0
376,0.225,0.15,0
377,0.225,0.175,0
378,0.225,0.2,0
379,0.225,0.225,0
380,0.225,0.25,0
381,0.225,0.275,0
382,0.225,0.3,0
383,0.225,0.325,0
384,0.225,0.35,0
385,0.225,0.375,0
386,0.225,0.4,0
387,0.225,0.425,0
388,0.225,0.45,0
389,0.225,0.475,0
390,0.225,0.5,0
391,0.225,0.525,0
392,0.225,0.55,0
393,0.225,0.575,0
394,0.225,0.6,0
395,0.225,0.625,0
396,0.225,0.65,0
397,0.225,0.675,0
398,0.225,0.7,0
399,0.225,0.725,0
400,0.225,0.75,0
401,0.225,0.775,0
402,0.225,0.8,0
403,0.225,0.825,0
404,0.225,0.850000000000001,0
405,0.225,0.875,0
406,0.225,0.900000000000001,0
407,0.225,0.925,0
408,0.225,0.950000000000001,0
409,0.225,0.975000000000001,0
410,0.225,1,3
411,0.25,0,1
412,0.25,0.025,0
413,0.25,0.05,0
414,0.25,0.075,0
415,0.25,0.1,0
416,0.25,0.125,0
417,0.25,0.15,0
418,0.25,0.175,0
419,0.25,0.2,0
420,0.25,0.225,0
421,0.25,0.25,0
422,0.25,0.275,0
423,0.25,0.3,0
424,0.25,0.325,0
425,0.25,0.35,0
426,0.25,0.375,0
427,0.25,0.4,0
428,0.25,0.425,0
429,0.25,0.45,0
430,0.25,0.475,0
431,0.25,0.5,0
432,0.25,0.525,0
433,0.25,0.55,0
434,0.25,0.575,0
435,0.25,0.6,0
436,0.25,0.625,0
437,0.25,0.65,0
438,0.25,0.675,0
439,0.25,0.7,0
440,0.25,0.725,0
441,0.25,0.75,0
442,0.25,0.775,0
443,0.25,0.8,0
444,0.25,0.825,0
445,0.25,0.850000000000001,0
446,0.25,0.875,0
447,0.25,0.900000000000001,0
448,0.25,0.925,0
449,0.25,0.950000000000001,0
450,0.25,0.975000000000001,0
451,0.25,1,3
452,0.275,0,1
453,0.275,0.025,0
454,0.275,0.05,0
455,0.275,0.075,0
456,0.275,0.1,0
457,0.275,0.125,0
458,0.275,0.15,0
459,0.275,0.175,0
460,0.275,0.2,0
461,0.275,0.225,0
462,0.275,0.25,0
463,0.275,0.275,0
464,0.275,0.3,0
465,0.275,0.325,0
466,0.275,0.35,0
467,0.275,0.375,0
468,0.275,0.4,0
469,0.275,0.425,0
470,0.275,0.45,0
471,0.275,0.475,0
472,0.275,0.5,0
473,0.275,0.525,0
474,0.275,0.55,0
475,0.275,0.575,0
476,0.275,0.6,0
477,0.275,0.625,0
478,0.275,0.65,0
479,0.275,0.675,0
480,0.275,0.7,0
481,0.275,0.725,0
482,0.275,0.75,0
483,0.275,0.775,0
484,0.275,0.8,0
485,0.275,0.825,0
486,0.275,0.850000000000001,0
487,0.275,0.875,0
488,0.275,0.900000000000001,0
489,0.275,0.925,0
490,0.275,0.950000000000001,0
491,0.275,0.975000000000001,0
492,0.275,1,3
493,0.3,0,1
494,0.3,0.025,0
495,0.3,0.05,0
496,0.3,0.075,0
497,0.3,0.1,0
498,0.3,0.125,0
499,0.3,0.15,0
500,0.3,0.175,0
501,0.3,0.2,0
502,0.3,0.225,0
503,0.3,0.25,0
504,0.3,0.275,0
505,0.3,0.3,0
506,0.3,0.325,0
507,0.3,0.35,0
508,0.3,0.375,0
509,0.3,0.4,0
510,0.3,0.425,0
511,0.3,0.45,0
512,0.3,0.475,0
513,0.3,0.5,0
514,0.3,0.525,0
515,0.3,0.55,0
516,0.3,0.575,0
517,0.3,0.6,0
518,0.3,0.625,0
519,0.3,0.65,0
520,0.3,0.675,0
521,0.3,0.7,0
522,0.3,0.725,0
523,0.3,0.75,0
524,0.3,0.775,0
525,0.3,0.8,0
526,0.3,0.825,0
527,0.3,0.850000000000001,0
528,0.3,0.875,0
529,0.3,0.900000000000001,0
530,0.3,0.925,0
531,0.3,0.950000000000001,0
532,0.3,0.975000000000001,0
533,0.3,1,3
534,0.325,0,1
535,0.325,0.025,0
536,0.325,0.05,0
537,0.325,0.075,0
538,0.325,0.1,0
539,0.325,0.125,0
540,0.325,0.15,0
541,0.325,0.175,0
542,0.325,0.2,0
543,0.325,0.225,0
544,0.325,0.25,0
545,0.325,0.275,0
546,0.325,0.3,0
547,0.325,0.325,0
548,0.325,0.35,0
549,0.325,0.375,0
550,0.325,0.4,0
551,0.325,0.425,0
552,0.325,0.45,0
553,0.325,0.475,0
554,0.325,0.5,0
555,0.325,0.525,0
556,0.325,0.55,0
557,0.325,0.575,0
558,0.325,0.6,0
559,0.325,0.625,0
560,0.325,0.65,0
561,0.325,0.675,0
562,0.325,0.7,0
563,0.325,0.725,0
564,0.325,0.75,0
565,0.325,0.775,0
566,0.325,0.8,0
567,0.325,0.825,0
568,0.325,0.850000000000001,0
569,0.325,0.875,0
570,0.325,0.900000000000001,0
571,0.325,0.925,0
572,0.325,0.950000000000001,0
573,0.325,0.975000000000001,0
574,0.325,1,3
575,0.35,0,1
576,0.35,0.025,0
577,0.35,0.05,0
578,0.35,0.075,0
579,0.35,0.1,0
580,0.35,0.125,0
581,0.35,0.15,0
582,0.35,0.175,0
583,0.35,0.2,0
584,0.35,0.225,0
585,0.35,0.25,0
586,0.35,0.275,0
587,0.35,0.3,0
588,0.35,0.325,0
589,0.35,0.35,0
590,0.35,0.375,0
591,0.35,0.4,0
592,0.35,0.425,0
593,0.35,0.45,0
594,0.35,0.475,0
595,0.35,0.5,0
596,0.35,0.525,0
597,0.35,0.55,0
598,0.35,0.575,0
599,0.35,0.6,0
600,0.35,0.625,0
601,0.35,0.65,0
602,0.35,0.675,0
603,0.35,0.7,0
604,0.35,0.725,0
605,0.35,0.75,0
606,0.35,0.775,0
607,0.35,0.8,0
608,0.35,0.825,0
609,0.35,0.850000000000001,0
610,0.35,0.875,0
611,0.35,0.900000000000001,0
612,0.35,0.925,0
613,0.35,0.950000000000001,0
614,0.35,0.975000000000001,0
615,0.35,1,3
616,0.375,0,1
617,0.375,0.025,0
618,0.375,0.05,0
619,0.375,0.075,0
620,0.375,0.1,0
621,0.375,0.125,0
622,0.375,0.15,0
623,0.375,0.175,0
624,0.375,0.2,0
625,0.375,0.225,0
626,0.375,0.25,0
627,0.375,0.275,0
628,0.375,0.3,0
629,0.375,0.325,0
630,0.375,0.35,0
631,0.375,0.375,0
632,0.375,0.4,0
633,0.375,0.425,0
634,0.375,0.45,0
635,0.375,0.475,0
636,0.375,0.5,0
637,0.375,0.525,0
638,0.375,0.55,0
639,0.375,0.575,0
640,0.375,0.6,0
641,0.375,0.625,0
642,0.375,0.65,0
643,0.375,0.675,0
644,0.375,0.7,0
645,0.375,0.725,0
646,0.375,0.75,0
647,0.375,0.775,0
648,0.375,0.8,0
649,0.375,0.825,0
650,0.375,0.850000000000001,0
651,0.375,0.875,0
652,0.375,0.900000000000001,0
653,0.375,0.925,0
654,0.375,0.950000000000001,0
655,0.375,0.975000000000001,0
656,0.375,1,3
657,0.4,0,1
658,0.4,0.025,0
659,0.4,0.05,0
660,0.4,0.075,0
661,0.4,0.1,0
662,0.4,0.125,0
663,0.4,0.15,0
664,0.4,0.175,0
665,0.4,0.2,0
666,0.4,0.225,0
667,0.4,0.25,0
668,0.4,0.275,0
669,0.4,0.3,0
670,0.4,0.325,0
671,0.4,0.35,0
672,0.4,0.375,0
673,0.4,0.4,0
674,0.4,0.425,0
675,0.4,0.45,0
676,0.4,0.475,0
677,0.4,0.5,0
678,0.4,0.525,0
679,0.4,0.55,0
680,0.4,0.575,0
681,0.4,0.6,0
682,0.4,0.625,0
683,0.4,0.65,0
684,0.4,0.675,0
685,0.4,0.7,0
686,0.4,0.725,0
687,0.4,0.75,0
688,0.4,0.775,0
689,0.4,0.8,0
690,0.4,0.825,0
691,0.4,0.850000000000001,0
692,0.4,0.875,0
693,0.4,0.900000000000001,0
694,0.4,0.925,0
695,0.4,0.950000000000001,0
696,0.4,0.975000000000001,0
697,0.4,1,3
698,0.425,0,1
699,0.425,0.025,0
700,0.425,0.05,0
701,0.425,0.075,0
702,0.425,0.1,0
703,0.425,0.125,0
704,0.425,0.15,0
705,0.425,0.175,0
706,0.425,0.2,0
707,0.425,0.225,0
708,0.425,0.25,0
709,0.425,0.275,0
710,0.425,0.3,0
711,0.425,0.325,0
712,0.425,0.35,0
713,0.425,0.375,0
714,0.425,0.4,0
715,0.425,0.425,0
716,0.425,0.45,0
717,0.425,0.475,0
718,0.425,0.5,0
719,0.425,0.525,0
720,0.425,0.55,0
721,0.425,0.575,0
722,0.425,0.6,0
723,0.425,0.625,0
724,0.425,0.65,0
725,0.425,0.675,0
726,0.425,0.7,0
727,0.425,0.725,0
728,0.425,0.75,0
729,0.425,0.775,0
730,0.425,0.8,0
731,0.425,0.825,0
732,0.425,0.850000000000001,0
733,0.425,0.875,0
734,0.425,0.900000000000001,0
735,0.425,0.925,0
736,0.425,0.950000000000001,0
737,0.425,0.975000000000001,0
738,0.425,1,3
739,0.45,0,1
740,0.45,0.025,0
741,0.45,0.05,0
742,0.45,0.075,0
743,0.45,0.1,0
744,0.45,0.125,0
745,0.45,0.15,0
746,0.45,0.175,0
747,0.45,0.2,0
748,0.45,0.225,0
749,0.45,0.25,0
750,0.45,0.275,0
751,0.45,0.3,0
752,0.45,0.325,0
753,0.45,0.35,0
754,0.45,0.375,0
755,0.45,0.4,0
756,0.45,0.425,0
757,0.45,0.45,0
758,0.45,0.475,0
759,0.45,0.5,0
760,0.45,0.525,0
761,0.45,0.55,0
762,0.45,0.575,0
763,0.45,0.6,0
764,0.45,0.625,0
765,0.45,0.65,0
766,0.45,0.675,0
767,0.45,0.7,0
768,0.45,0.725,0
769,0.45,0.75,0
770,0.45,0.775,0
771,0.45,0.8,0
772,0.45,0.825,0
773,0.45,0.850000000000001,0
774,0.45,0.875,0
775,0.45,0.900000000000001,0
776,0.45,0.925,0
777,0.45,0.950000000000001,0
778,0.45,0.975000000000001,0
779,0.45,1,3
780,0.475,0,1
781,0.475,0.025,0
782,0.475,0.05,0
783,0.475,0.075,0
784,0.475,0.1,0
785,0.475,0.125,0
786,0.475,0.15,0
787,0.475,0.175,0
788,0.475,0.2,0
789,0.475,0.225,0
790,0.475,0.25,0
791,0.475,0.275,0
792,0.475,0.3,0
793,0.475,0.325,0
794,0.475,0.35,0
795,0.475,0.375,0
796,0.475,0.4,0
797,0.475,0.425,0
798,0.475,0.45,0
799,0.475,0.475,0
800,0.475,0.5,0
801,0.475,0.525,0
802,0.475,0.55,0
803,0.475,0.575,0
804,0.475,0.6,0
805,0.475,0.625,0
806,0.475,0.65,0
807,0.475,0.675,0
808,0.475,0.7,0
809,0.475,0.725,0
810,0.475,0.75,0
811,0.475,0.775,0
812,0.475,0.8,0
813,0.475,0.825,0
814,0.475,0.850000000000001,0
815,0.475,0.875,0
816,0.475,0.900000000000001,0
817,0.475,0.925,0
818,0.475,0.950000000000001,0
819,0.475,0.975000000000001,0
820,0.475,1,3
821,0.5,0,1
822,0.5,0.025,0
823,0.5,0.05,0
824,0.5,0.075,0
825,0.5,0.1,0
826,0.5,0.125,0
827,0.5,0.15,0
828,0.5,0.175,0
829,0.5,0.2,0
830,0.5,0.225,0
831,0.5,0.25,0
832,0.5,0.275,0
833,0.5,0.3,0
834,0.5,0.325,0
835,0.5,0.35,0
836,0.5,0.375,0
837,0.5,0.4,0
838,0.5,0.425,0
839,0.5,0.45,0
840,0.5,0.475,0
841,0.5,0.5,0
842,0.5,0.525,0
843,0.5,0.55,0
844,0.5,0.575,0
845,0.5,0.6,0
846,0.5,0.625,0
847,0.5,0.65,0
848,0.5,0.675,0
849,0.5,0.7,0
850,0.5,0.725,0
851,0.5,0.75,0
852,0.5,0.775,0
853,0.5,0.8,0
854,0.5,0.825,0
855,0.5,0.850000000000001,0
856,0.5,0.875,0
857,0.5,0.900000000000001,0
858,0.5,0.925,0
859,0.5,0.950000000000001,0
860,0.5,0.975000000000001,0
861,0.5,1,3
862,0.525,0,1
863,0.525,0.025,0
864,0.525,0.05,0
865,0.525,0.075,0
866,0.525,0.1,0
867,0.525,0.125,0
868,0.525,0.15,0
869,0.525,0.175,0
870,0.525,0.2,0
871,0.525,0.225,0
872,0.525,0.25,0
873,0.525,0.275,0
874,0.525,0.3,0
875,0.525,0.325,0
876,0.525,0.35,0
877,0.525,0.375,0
878,0.525,0.4,0
879,0.525,0.425,0
880,0.525,0.45,0
881,0.525,0.475,0
882,0.525,0.5,0
883,0.525,0.525,0
884,0.525,0.55,0
885,0.525,0.575,0
886,0.525,0.6,0
887,0.525,0.625,0
888,0.525,0.65,0
889,0.525,0.675,0
890,0.525,0.7,0
891,0.525,0.725,0
892,0.525,0.75,0
893,0.525,0.775,0
894,0.525,0.8,0
895,0.525,0.825,0
896,0.525,0.850000000000001,0
897,0.525,0.875,0
898,0.525,0.900000000000001,0
899,0.525,0.925,0
900,0.525,0.950000000000001,0
901,0.525,0.975000000000001,0
902,0.525,1,3
903,0.55,0,1
904,0.55,0.025,0
905,0.55,0.05,0
906,0.55,0.075,0
907,0.55,0.1,0
908,0.55,0.125,0
909,0.55,0.15,0
910,0.55,0.175,0
911,0.55,0.2,0
912,0.55,0.225,0
913,0.55,0.25,0
914,0.55,0.275,0
915,0.55,0.3,0
916,0.55,0.325,0
917,0.55,0.35,0
918,0.55,0.375,0
919,0.55,0.4,0
920,0.55,0.425,0
921,0.55,0.45,0
922,0.55,0.475,0
923,0.55,0.5,0
924,0.55,0.525,0
925,0.55,0.55,0
926,0.55,0.575,0
927,0.55,0.6,0
928,0.55,0.625,0
929,0.55,0.65,0
930,0.55,0.675,0
931,0.55,0.7,0
932,0.55,0.725,0
933,0.55,0.75,0
934,0.55,0.775,0
935,0.55,0.8,0
936,0.55,0.825,0
937,0.55,0.850000000000001,0
938,0.55,0.875,0
939,0.55,0.900000000000001,0
940,0.55,0.925,0
941,0.55,0.950000000000001,0
942,0.55,0.975000000000001,0
943,0.55,1,3
944,0.575,0,1
945,0.575,0.025,0
946,0.575,0.05,0
947,0.575,0.075,0
948,0.575,0.1,0
949,0.575,0.125,0
950,0.575,0.15,0
951,0.575,0.175,0
952,0.575,0.2,0
953,0.575,0.225,0
954,0.575,0.25,0
955,0.575,0.275,0
956,0.575,0.3,0
957,0.575,0.325,0
958,0.575,0.35,0
959,0.575,0.375,0
960,0.575,0.4,0
961,0.575,0.425,0
962,0.575,0.45,0
963,0.575,0.475,0
964,0.575,0.5,0
965,0.575,0.525,0
966,0.575,0.55,0
967,0.575,0.575,0
968,0.575,0.6,0
969,0.575,0.625,0
970,0.575,0.65,0
971,0.575,0.675,0
972,0.575,0.7,0
973,0.575,0.725,0
974,0.575,0.75,0
975,0.575,0.775,0
976,0.575,0.8,0
977,0.575,0.825,0
978,0.575,0.850000000000001,0
979,0.575,0.875,0
980,0.575,0.900000000000001,0
981,0.575,0.925,0
982,0.575,0.950000000000001,0
983,0.575,0.975000000000001,0
984,0.575,1,3
985,0.6,0,1
986,0.6,0.025,0
987,0.6,0.05,0
988,0.6,0.075,0
989,0.6,0.1,0
990,0.6,0.125,0
991,0.6,0.15,0
992,0.6,0.175,0
993,0.6,0.2,0
994,0.6,0.225,0
995,0.6,0.25,0
996,0.6,0.275,0
997,0.6,0.3,0
998,0.6,0.325,0
999,0.6,0.35,0
1000,0.6,0.375,0
1001,0.6,0.4,0
1002,0.6,0.425,0
1003,0.6,0.45,0
1004,0.6,0.475,0
1005,0.6,0.5,0
1006,0.6,0.525,0
1007,0.6,0.55,0
1008,0.6,0.575,0
1009,0.6,0.6,0
1010,0.6,0.625,0
1011,0.6,0.65,0
1012,0.6,0.675,0
1013,0.6,0.7,0
1014,0.6,0.725,0
1015,0.6,0.75,0
1016,0.6,0.775,0
1017,0.6,0.8,0
1018,0.6,0.825,0
1019,0.6,0.850000000000001,0
1020,0.6,0.875,0
1021,0.6,0.900000000000001,0
1022,0.6,0.925,0
1023,0.6,0.950000000000001,0
1024,0.6,0.975000000000001,0
1025,0.6,1,3
1026,0.625,0,1
1027,0.625,0.025,0
1028,0.625,0.05,0
1029,0.625,0.075,0
1030,0.625,0.1,0
1031,0.625,0.125,0
1032,0.625,0.15,0
1033,0.625,0.175,0
1034,0.625,0.2,0
1035,0.625,0.225,0
1036,0.625,0.25,0
1037,0.625,0.275,0
1038,0.625,0.3,0
1039,0.625,0.325,0
1040,0.625,0.35,0
1041,0.625,0.375,0
1042,0.625,0.4,0
1043,0.625,0.425,0
1044,0.625,0.45,0
1045,0.625,0.475,0
1046,0.625,0.5,0
1047,0.625,0.525,0
1048,0.625,0.55,0
1049,0.625,0.575,0
1050,0.625,0.6,0
1051,0.625,0.625,0
1052,0.625,0.65,0
1053,0.625,0.675,0
1054,0.625,0.7,0
1055,0.625,0.725,0
1056,0.625,0.75,0
1057,0.625,0.775,0
1058,0.625,0.8,0
1059,0.625,0.825,0
1060,0.625,0.850000000000001,0
1061,0.625,0.875,0
1062,0.625,0.900000000000001,0
1063,0.625,0.925,0
1064,0.625,0.950000000000001,0
1065,0.625,0.975000000000001,0
1066,0.625,1,3
1067,0.65,0,1
1068,0.65,0.025,0
1069,0.65,0.05,0
1070,0.65,0.075,0
1071,0.65,0.1,0
1072,0.65,0.125,0
1073,0.65,0.15,0
1074,0.65,0.175,0
1075,0.65,0.2,0
1076,0.65,0.225,0
1077,0.65,0.25,0
1078,0.65,0.275,0
1079,0.65,0.3,0
1080,0.65,0.325,0
1081,0.65,0.35,0
1082,0.65,0.375,0
1083,0.65,0.4,0
1084,0.65,0.425,0
1085,0.65,0.45,0
1086,0.65,0.475,0
1087,0.65,0.5,0
1088,0.65,0.525,0
1089,0.65,0.55,0
1090,0.65,0.575,0
1091,0.65,0.6,0
1092,0.65,0.625,0
1093,0.65,0.65,0
1094,0.65,0.675,0
1095,0.65,0.7,0
1096,0.65,0.725,0
1097,0.65,0.75,0
1098,0.65,0.775,0
1099,0.65,0.8,0
1100,0.65,0.825,0
1101,0.65,0.850000000000001,0
1102,0.65,0.875,0
1103,0.65,0.900000000000001,0
1104,0.65,0.925,0
1105,0.65,0.950000000000001,0
1106,0.65,0.975000000000001,0
1107,0.65,1,3
1108,0.675,0,1
1109,0.675,0.025,0
1110,0.675,0.05,0
1111,0.675,0.075,0
1112,0.675,0.1,0
1113,0.675,0.125,0
1114,0.675,0.15,0
1115,0.675,0.175,0
1116,0.675,0.2,0
1117,0.675,0.225,0
1118,0.675,0.25,0
1119,0.675,0.275,0
1120,0.675,0.3,0
1121,0.675,0.325,0
1122,0.675,0.35,0
1123,0.675,0.375,0
1124,0.675,0.4,0
1125,0.675,0.425,0
1126,0.675,0.45,0
1127,0.675,0.475,0
1128,0.675,0.5,0
1129,0.675,0.525,0
1130,0.675,0.55,0
