node_id,node_coordinate_x,node_coordinate_y,boundary_flag
1,0,0,30
2,0.5,0,1
3,0,0.5,4
4,0.5,0.5,0
5,0,1,27
6,0.5,1,3
7,1,0,29
8,1,0.5,2
9,1,1,28
